backbone_dir,configuration,task,task_group,n,successes,success_rate,mean_steps,truncation_rate,n_with_truncated_field,mean_policy_calls,mean_reuses,mean_episode_elapsed_s,median_of_episode_query_median_ms,n_with_query_latency
cronusvla_simplerenv_bridge,guarded_reuse_aggressive,widowx_spoon_on_towel,widowx_spoon_on_towel,50,16,0.32,51.02,,0,51.0,0.02,6.462,,0
cronusvla_simplerenv_bridge,guarded_reuse_aggressive,widowx_stack_cube,widowx_stack_cube,50,0,0.0,60.0,,0,59.98,0.02,7.376,,0
cronusvla_simplerenv_bridge,guarded_reuse_moderate,widowx_carrot_on_plate,widowx_carrot_on_plate,50,7,0.14,57.48,,0,57.42,0.06,7.013,,0
cronusvla_simplerenv_bridge,guarded_reuse_moderate,widowx_put_eggplant_in_basket,widowx_put_eggplant_in_basket,50,49,0.98,30.44,,0,30.44,0.0,3.918,,0
cronusvla_simplerenv_bridge,guarded_reuse_moderate,widowx_spoon_on_towel,widowx_spoon_on_towel,50,16,0.32,51.02,,0,51.0,0.02,6.393,,0
cronusvla_simplerenv_bridge,guarded_reuse_moderate,widowx_stack_cube,widowx_stack_cube,50,0,0.0,60.0,,0,59.98,0.02,7.333,,0
cronusvla_simplerenv_bridge,guarded_reuse_strict,widowx_carrot_on_plate,widowx_carrot_on_plate,50,7,0.14,57.48,,0,57.42,0.06,7.288,,0
cronusvla_simplerenv_bridge,guarded_reuse_strict,widowx_put_eggplant_in_basket,widowx_put_eggplant_in_basket,50,49,0.98,30.44,,0,30.44,0.0,3.937,,0
cronusvla_simplerenv_bridge,guarded_reuse_strict,widowx_spoon_on_towel,widowx_spoon_on_towel,50,16,0.32,51.02,,0,51.0,0.02,6.353,,0
cronusvla_simplerenv_bridge,guarded_reuse_strict,widowx_stack_cube,widowx_stack_cube,50,0,0.0,60.0,,0,59.98,0.02,7.382,,0
cronusvla_simplerenv_bridge,original,widowx_carrot_on_plate,widowx_carrot_on_plate,50,8,0.16,56.7,,0,56.7,0.0,7.267,,0
cronusvla_simplerenv_bridge,original,widowx_put_eggplant_in_basket,widowx_put_eggplant_in_basket,50,48,0.96,32.08,,0,32.08,0.0,4.188,,0
cronusvla_simplerenv_bridge,original,widowx_spoon_on_towel,widowx_spoon_on_towel,50,12,0.24,53.44,,0,53.44,0.0,6.624,,0
cronusvla_simplerenv_bridge,original,widowx_stack_cube,widowx_stack_cube,50,0,0.0,60.0,,0,60.0,0.0,7.37,,0
cronusvla_simplerenv_bridge,temporal_fusion_conservative_adaptive,widowx_carrot_on_plate,widowx_carrot_on_plate,50,5,0.1,59.12,,0,59.12,0.0,7.535,,0
cronusvla_simplerenv_bridge,temporal_fusion_conservative_adaptive,widowx_put_eggplant_in_basket,widowx_put_eggplant_in_basket,50,48,0.96,32.68,,0,32.68,0.0,4.361,,0
cronusvla_simplerenv_bridge,temporal_fusion_conservative_adaptive,widowx_spoon_on_towel,widowx_spoon_on_towel,50,14,0.28,53.02,,0,53.02,0.0,6.76,,0
cronusvla_simplerenv_bridge,temporal_fusion_conservative_adaptive,widowx_stack_cube,widowx_stack_cube,50,0,0.0,60.0,,0,60.0,0.0,7.501,,0
cronusvla_simplerenv_bridge,temporal_fusion_motion_entropy,widowx_carrot_on_plate,widowx_carrot_on_plate,50,5,0.1,59.12,,0,59.12,0.0,7.484,,0
cronusvla_simplerenv_bridge,temporal_fusion_motion_entropy,widowx_put_eggplant_in_basket,widowx_put_eggplant_in_basket,50,48,0.96,32.68,,0,32.68,0.0,4.27,,0
cronusvla_simplerenv_bridge,temporal_fusion_motion_entropy,widowx_spoon_on_towel,widowx_spoon_on_towel,50,14,0.28,53.02,,0,53.02,0.0,6.708,,0
cronusvla_simplerenv_bridge,temporal_fusion_motion_entropy,widowx_stack_cube,widowx_stack_cube,50,0,0.0,60.0,,0,60.0,0.0,7.535,,0
cronusvla_simplerenv_bridge,temporal_fusion_task_aware,widowx_carrot_on_plate,widowx_carrot_on_plate,50,5,0.1,59.12,,0,59.12,0.0,7.4,,0
cronusvla_simplerenv_bridge,temporal_fusion_task_aware,widowx_put_eggplant_in_basket,widowx_put_eggplant_in_basket,50,48,0.96,32.68,,0,32.68,0.0,4.3,,0
cronusvla_simplerenv_bridge,temporal_fusion_task_aware,widowx_spoon_on_towel,widowx_spoon_on_towel,50,14,0.28,53.02,,0,53.02,0.0,6.756,,0
cronusvla_simplerenv_bridge,temporal_fusion_task_aware,widowx_stack_cube,widowx_stack_cube,50,0,0.0,60.0,,0,60.0,0.0,7.622,,0
cronusvla_simplerenv_fractal,action_repeat2,google_robot_close_drawer,google_robot_close_drawer,50,24,0.48,60.32,,0,30.28,30.04,7.163,,0
cronusvla_simplerenv_fractal,action_repeat2,google_robot_move_near,google_robot_move_near,50,50,1.0,41.32,,0,20.84,20.48,4.246,,0
cronusvla_simplerenv_fractal,action_repeat2,google_robot_open_drawer,google_robot_open_drawer,50,22,0.44,67.08,,0,33.68,33.4,7.768,,0
cronusvla_simplerenv_fractal,action_repeat2,google_robot_pick_coke_can,google_robot_pick_coke_can,50,50,1.0,38.42,,0,19.4,19.02,3.99,,0
cronusvla_simplerenv_fractal,action_repeat2,google_robot_place_apple_in_closed_top_drawer,google_robot_place_apple_in_closed_top_drawer,50,0,0.0,80.0,,0,40.0,40.0,9.099,,0
cronusvla_simplerenv_fractal,action_repeat4,google_robot_close_drawer,google_robot_close_drawer,50,10,0.2,73.26,,0,18.38,54.88,7.077,,0
cronusvla_simplerenv_fractal,action_repeat4,google_robot_move_near,google_robot_move_near,50,50,1.0,68.7,,0,17.26,51.44,5.584,,0
cronusvla_simplerenv_fractal,action_repeat4,google_robot_open_drawer,google_robot_open_drawer,50,5,0.1,78.06,,0,19.54,58.52,7.258,,0
cronusvla_simplerenv_fractal,action_repeat4,google_robot_pick_coke_can,google_robot_pick_coke_can,50,50,1.0,70.64,,0,17.8,52.84,5.977,,0
cronusvla_simplerenv_fractal,action_repeat4,google_robot_place_apple_in_closed_top_drawer,google_robot_place_apple_in_closed_top_drawer,50,0,0.0,80.0,,0,20.0,60.0,7.418,,0
cronusvla_simplerenv_fractal,depth_pruning1,google_robot_close_drawer,google_robot_close_drawer,50,24,0.48,57.4,,0,57.4,0.0,9.095,,0
cronusvla_simplerenv_fractal,depth_pruning1,google_robot_move_near,google_robot_move_near,50,48,0.96,26.22,,0,26.22,0.0,3.71,,0
cronusvla_simplerenv_fractal,depth_pruning1,google_robot_open_drawer,google_robot_open_drawer,50,20,0.4,64.6,,0,64.6,0.0,10.016,,0
cronusvla_simplerenv_fractal,depth_pruning1,google_robot_pick_coke_can,google_robot_pick_coke_can,50,49,0.98,22.62,,0,22.62,0.0,3.248,,0
cronusvla_simplerenv_fractal,depth_pruning1,google_robot_place_apple_in_closed_top_drawer,google_robot_place_apple_in_closed_top_drawer,50,0,0.0,80.0,,0,80.0,0.0,12.264,,0
cronusvla_simplerenv_fractal,depth_pruning2,google_robot_close_drawer,google_robot_close_drawer,50,16,0.32,64.88,,0,64.88,0.0,10.121,,0
cronusvla_simplerenv_fractal,depth_pruning2,google_robot_move_near,google_robot_move_near,50,47,0.94,28.66,,0,28.66,0.0,3.965,,0
cronusvla_simplerenv_fractal,depth_pruning2,google_robot_open_drawer,google_robot_open_drawer,50,18,0.36,70.08,,0,70.08,0.0,10.682,,0
cronusvla_simplerenv_fractal,depth_pruning2,google_robot_pick_coke_can,google_robot_pick_coke_can,50,48,0.96,23.34,,0,23.34,0.0,3.231,,0
cronusvla_simplerenv_fractal,depth_pruning2,google_robot_place_apple_in_closed_top_drawer,google_robot_place_apple_in_closed_top_drawer,50,0,0.0,80.0,,0,80.0,0.0,11.936,,0
cronusvla_simplerenv_fractal,depth_pruning4,google_robot_close_drawer,google_robot_close_drawer,50,18,0.36,65.16,,0,65.16,0.0,9.82,,0
cronusvla_simplerenv_fractal,depth_pruning4,google_robot_move_near,google_robot_move_near,50,48,0.96,27.14,,0,27.14,0.0,3.638,,0
cronusvla_simplerenv_fractal,depth_pruning4,google_robot_open_drawer,google_robot_open_drawer,50,12,0.24,73.06,,0,73.06,0.0,10.616,,0
cronusvla_simplerenv_fractal,depth_pruning4,google_robot_pick_coke_can,google_robot_pick_coke_can,50,50,1.0,24.54,,0,24.54,0.0,3.288,,0
cronusvla_simplerenv_fractal,depth_pruning4,google_robot_place_apple_in_closed_top_drawer,google_robot_place_apple_in_closed_top_drawer,50,0,0.0,80.0,,0,80.0,0.0,11.525,,0
cronusvla_simplerenv_fractal,fixed_foveation_keep20,google_robot_close_drawer,google_robot_close_drawer,50,25,0.5,56.76,,0,56.76,0.0,10.576,,0
cronusvla_simplerenv_fractal,fixed_foveation_keep20,google_robot_move_near,google_robot_move_near,50,50,1.0,25.76,,0,25.76,0.0,4.32,,0
cronusvla_simplerenv_fractal,fixed_foveation_keep20,google_robot_open_drawer,google_robot_open_drawer,50,11,0.22,72.92,,0,72.92,0.0,13.141,,0
cronusvla_simplerenv_fractal,fixed_foveation_keep20,google_robot_pick_coke_can,google_robot_pick_coke_can,50,50,1.0,21.4,,0,21.4,0.0,3.587,,0
cronusvla_simplerenv_fractal,fixed_foveation_keep20,google_robot_place_apple_in_closed_top_drawer,google_robot_place_apple_in_closed_top_drawer,50,0,0.0,80.0,,0,80.0,0.0,14.17,,0
cronusvla_simplerenv_fractal,fixed_foveation_keep50,google_robot_close_drawer,google_robot_close_drawer,50,28,0.56,54.88,,0,54.88,0.0,10.258,,0
cronusvla_simplerenv_fractal,fixed_foveation_keep50,google_robot_move_near,google_robot_move_near,50,50,1.0,25.24,,0,25.24,0.0,4.284,,0
cronusvla_simplerenv_fractal,fixed_foveation_keep50,google_robot_open_drawer,google_robot_open_drawer,50,14,0.28,70.16,,0,70.16,0.0,12.703,,0
cronusvla_simplerenv_fractal,fixed_foveation_keep50,google_robot_pick_coke_can,google_robot_pick_coke_can,50,50,1.0,20.2,,0,20.2,0.0,3.427,,0
cronusvla_simplerenv_fractal,fixed_foveation_keep50,google_robot_place_apple_in_closed_top_drawer,google_robot_place_apple_in_closed_top_drawer,50,0,0.0,80.0,,0,80.0,0.0,14.413,,0
cronusvla_simplerenv_fractal,guarded_reuse_aggressive,google_robot_close_drawer,google_robot_close_drawer,50,22,0.44,58.0,,0,50.3,7.7,8.601,,0
cronusvla_simplerenv_fractal,guarded_reuse_aggressive,google_robot_move_near,google_robot_move_near,50,50,1.0,26.72,,0,26.58,0.14,3.838,,0
cronusvla_simplerenv_fractal,guarded_reuse_aggressive,google_robot_open_drawer,google_robot_open_drawer,50,20,0.4,66.0,,0,63.92,2.08,10.209,,0
cronusvla_simplerenv_fractal,guarded_reuse_aggressive,google_robot_pick_coke_can,google_robot_pick_coke_can,50,50,1.0,22.94,,0,22.82,0.12,3.319,,0
cronusvla_simplerenv_fractal,guarded_reuse_aggressive,google_robot_place_apple_in_closed_top_drawer,google_robot_place_apple_in_closed_top_drawer,50,0,0.0,80.0,,0,79.34,0.66,12.172,,0
cronusvla_simplerenv_fractal,guarded_reuse_moderate,google_robot_close_drawer,google_robot_close_drawer,50,20,0.4,61.16,,0,57.54,3.62,9.526,,0
cronusvla_simplerenv_fractal,guarded_reuse_moderate,google_robot_move_near,google_robot_move_near,50,50,1.0,27.6,,0,27.6,0.0,4.004,,0
cronusvla_simplerenv_fractal,guarded_reuse_moderate,google_robot_open_drawer,google_robot_open_drawer,50,17,0.34,67.0,,0,66.5,0.5,10.469,,0
cronusvla_simplerenv_fractal,guarded_reuse_moderate,google_robot_pick_coke_can,google_robot_pick_coke_can,50,50,1.0,23.6,,0,23.32,0.28,3.408,,0
cronusvla_simplerenv_fractal,guarded_reuse_moderate,google_robot_place_apple_in_closed_top_drawer,google_robot_place_apple_in_closed_top_drawer,50,0,0.0,80.0,,0,79.98,0.02,12.266,,0
cronusvla_simplerenv_fractal,guarded_reuse_strict,google_robot_close_drawer,google_robot_close_drawer,50,21,0.42,61.28,,0,59.68,1.6,9.742,,0
cronusvla_simplerenv_fractal,guarded_reuse_strict,google_robot_move_near,google_robot_move_near,50,50,1.0,27.6,,0,27.6,0.0,3.982,,0
cronusvla_simplerenv_fractal,guarded_reuse_strict,google_robot_open_drawer,google_robot_open_drawer,50,15,0.3,67.18,,0,67.06,0.12,10.502,,0
cronusvla_simplerenv_fractal,guarded_reuse_strict,google_robot_pick_coke_can,google_robot_pick_coke_can,50,50,1.0,23.58,,0,23.52,0.06,3.395,,0
cronusvla_simplerenv_fractal,guarded_reuse_strict,google_robot_place_apple_in_closed_top_drawer,google_robot_place_apple_in_closed_top_drawer,50,0,0.0,80.0,,0,80.0,0.0,12.137,,0
cronusvla_simplerenv_fractal,original,google_robot_close_drawer,google_robot_close_drawer,50,19,0.38,60.08,,0,60.08,0.0,9.706,,0
cronusvla_simplerenv_fractal,original,google_robot_move_near,google_robot_move_near,50,50,1.0,28.1,,0,28.1,0.0,4.15,,0
cronusvla_simplerenv_fractal,original,google_robot_open_drawer,google_robot_open_drawer,50,20,0.4,64.14,,0,64.14,0.0,10.162,,0
cronusvla_simplerenv_fractal,original,google_robot_pick_coke_can,google_robot_pick_coke_can,50,50,1.0,24.36,,0,24.36,0.0,3.588,,0
cronusvla_simplerenv_fractal,original,google_robot_place_apple_in_closed_top_drawer,google_robot_place_apple_in_closed_top_drawer,50,0,0.0,80.0,,0,80.0,0.0,12.211,,0
cronusvla_simplerenv_fractal,temporal_fusion_conservative_adaptive,google_robot_close_drawer,google_robot_close_drawer,50,25,0.5,55.6,,0,55.6,0.0,9.046,,0
cronusvla_simplerenv_fractal,temporal_fusion_conservative_adaptive,google_robot_move_near,google_robot_move_near,50,50,1.0,28.22,,0,28.22,0.0,4.149,,0
cronusvla_simplerenv_fractal,temporal_fusion_conservative_adaptive,google_robot_open_drawer,google_robot_open_drawer,50,18,0.36,65.98,,0,65.98,0.0,10.681,,0
cronusvla_simplerenv_fractal,temporal_fusion_conservative_adaptive,google_robot_pick_coke_can,google_robot_pick_coke_can,50,50,1.0,22.88,,0,22.88,0.0,3.331,,0
cronusvla_simplerenv_fractal,temporal_fusion_conservative_adaptive,google_robot_place_apple_in_closed_top_drawer,google_robot_place_apple_in_closed_top_drawer,50,0,0.0,80.0,,0,80.0,0.0,12.392,,0
cronusvla_simplerenv_fractal,temporal_fusion_motion_entropy,google_robot_close_drawer,google_robot_close_drawer,50,25,0.5,55.6,,0,55.6,0.0,9.074,,0
cronusvla_simplerenv_fractal,temporal_fusion_motion_entropy,google_robot_move_near,google_robot_move_near,50,50,1.0,28.22,,0,28.22,0.0,4.147,,0
cronusvla_simplerenv_fractal,temporal_fusion_motion_entropy,google_robot_open_drawer,google_robot_open_drawer,50,18,0.36,65.98,,0,65.98,0.0,10.523,,0
cronusvla_simplerenv_fractal,temporal_fusion_motion_entropy,google_robot_pick_coke_can,google_robot_pick_coke_can,50,50,1.0,22.88,,0,22.88,0.0,3.364,,0
cronusvla_simplerenv_fractal,temporal_fusion_motion_entropy,google_robot_place_apple_in_closed_top_drawer,google_robot_place_apple_in_closed_top_drawer,50,0,0.0,80.0,,0,80.0,0.0,12.536,,0
cronusvla_simplerenv_fractal,temporal_fusion_task_aware,google_robot_close_drawer,google_robot_close_drawer,50,25,0.5,55.6,,0,55.6,0.0,9.06,,0
cronusvla_simplerenv_fractal,temporal_fusion_task_aware,google_robot_move_near,google_robot_move_near,50,50,1.0,28.22,,0,28.22,0.0,4.132,,0
cronusvla_simplerenv_fractal,temporal_fusion_task_aware,google_robot_open_drawer,google_robot_open_drawer,50,18,0.36,65.98,,0,65.98,0.0,10.538,,0
cronusvla_simplerenv_fractal,temporal_fusion_task_aware,google_robot_pick_coke_can,google_robot_pick_coke_can,50,50,1.0,22.88,,0,22.88,0.0,3.36,,0
cronusvla_simplerenv_fractal,temporal_fusion_task_aware,google_robot_place_apple_in_closed_top_drawer,google_robot_place_apple_in_closed_top_drawer,50,0,0.0,80.0,,0,80.0,0.0,12.418,,0
minivla_simplerenv,action_repeat2,widowx_carrot_on_plate,widowx_carrot_on_plate,50,5,0.1,58.54,0.9,50,29.3,29.24,5.695,97.472,50
minivla_simplerenv,action_repeat2,widowx_put_eggplant_in_basket,widowx_put_eggplant_in_basket,50,7,0.14,110.68,0.86,50,55.38,55.3,11.251,97.07,50
minivla_simplerenv,action_repeat2,widowx_spoon_on_towel,widowx_spoon_on_towel,50,24,0.48,48.5,0.52,50,24.38,24.12,4.737,96.81,50
minivla_simplerenv,action_repeat2,widowx_stack_cube,widowx_stack_cube,50,24,0.48,50.04,0.52,50,25.12,24.92,4.86,97.213,50
minivla_simplerenv,action_repeat4,widowx_carrot_on_plate,widowx_carrot_on_plate,50,4,0.08,58.62,0.92,50,14.66,43.96,4.195,98.086,50
minivla_simplerenv,action_repeat4,widowx_put_eggplant_in_basket,widowx_put_eggplant_in_basket,50,8,0.16,107.64,0.84,50,27.0,80.64,8.16,98.194,50
minivla_simplerenv,action_repeat4,widowx_spoon_on_towel,widowx_spoon_on_towel,50,24,0.48,50.04,0.52,50,12.72,37.32,3.73,97.846,50
minivla_simplerenv,action_repeat4,widowx_stack_cube,widowx_stack_cube,50,22,0.44,51.36,0.56,50,12.94,38.42,3.74,97.994,50
minivla_simplerenv,depth_pruning1,widowx_carrot_on_plate,widowx_carrot_on_plate,50,0,0.0,60.0,1.0,50,60.0,0.0,8.517,95.581,50
minivla_simplerenv,depth_pruning1,widowx_put_eggplant_in_basket,widowx_put_eggplant_in_basket,50,10,0.2,102.24,0.8,50,102.24,0.0,15.47,95.849,50
minivla_simplerenv,depth_pruning1,widowx_spoon_on_towel,widowx_spoon_on_towel,50,19,0.38,50.5,0.62,50,50.5,0.0,7.268,95.575,50
minivla_simplerenv,depth_pruning1,widowx_stack_cube,widowx_stack_cube,50,8,0.16,57.0,0.84,50,57.0,0.0,8.115,95.738,50
minivla_simplerenv,depth_pruning2,widowx_carrot_on_plate,widowx_carrot_on_plate,50,0,0.0,60.0,1.0,50,60.0,0.0,8.296,91.698,50
minivla_simplerenv,depth_pruning2,widowx_put_eggplant_in_basket,widowx_put_eggplant_in_basket,50,0,0.0,120.0,1.0,50,120.0,0.0,16.699,91.65,50
minivla_simplerenv,depth_pruning2,widowx_spoon_on_towel,widowx_spoon_on_towel,50,0,0.0,60.0,1.0,50,60.0,0.0,8.214,91.588,50
minivla_simplerenv,depth_pruning2,widowx_stack_cube,widowx_stack_cube,50,0,0.0,60.0,1.0,50,60.0,0.0,8.166,91.656,50
minivla_simplerenv,depth_pruning4,widowx_carrot_on_plate,widowx_carrot_on_plate,50,0,0.0,60.0,1.0,50,60.0,0.0,7.904,85.528,50
minivla_simplerenv,depth_pruning4,widowx_put_eggplant_in_basket,widowx_put_eggplant_in_basket,50,0,0.0,120.0,1.0,50,120.0,0.0,15.727,85.32,50
minivla_simplerenv,depth_pruning4,widowx_spoon_on_towel,widowx_spoon_on_towel,50,0,0.0,60.0,1.0,50,60.0,0.0,7.889,85.114,50
minivla_simplerenv,depth_pruning4,widowx_stack_cube,widowx_stack_cube,50,0,0.0,60.0,1.0,50,60.0,0.0,7.853,85.145,50
minivla_simplerenv,fixed_foveation_keep20,widowx_carrot_on_plate,widowx_carrot_on_plate,50,6,0.12,56.1,0.88,50,56.1,0.0,8.912,100.125,50
minivla_simplerenv,fixed_foveation_keep20,widowx_put_eggplant_in_basket,widowx_put_eggplant_in_basket,50,13,0.26,98.3,0.74,50,98.3,0.0,15.773,99.004,50
minivla_simplerenv,fixed_foveation_keep20,widowx_spoon_on_towel,widowx_spoon_on_towel,50,22,0.44,46.62,0.56,50,46.62,0.0,7.434,99.417,50
minivla_simplerenv,fixed_foveation_keep20,widowx_stack_cube,widowx_stack_cube,50,15,0.3,52.44,0.7,50,52.44,0.0,8.491,106.493,50
minivla_simplerenv,fixed_foveation_keep50,widowx_carrot_on_plate,widowx_carrot_on_plate,50,7,0.14,58.38,0.86,50,58.38,0.0,8.996,98.121,50
minivla_simplerenv,fixed_foveation_keep50,widowx_put_eggplant_in_basket,widowx_put_eggplant_in_basket,50,11,0.22,102.04,0.78,50,102.04,0.0,16.413,98.114,50
minivla_simplerenv,fixed_foveation_keep50,widowx_spoon_on_towel,widowx_spoon_on_towel,50,26,0.52,45.82,0.48,50,45.82,0.0,7.02,97.787,50
minivla_simplerenv,fixed_foveation_keep50,widowx_stack_cube,widowx_stack_cube,50,26,0.52,45.4,0.52,50,45.4,0.0,6.925,98.197,50
minivla_simplerenv,guarded_reuse_aggressive,widowx_carrot_on_plate,widowx_carrot_on_plate,50,4,0.08,59.12,0.92,50,58.08,1.04,8.583,97.92,50
minivla_simplerenv,guarded_reuse_aggressive,widowx_put_eggplant_in_basket,widowx_put_eggplant_in_basket,50,5,0.1,111.58,0.9,50,102.44,9.14,16.041,97.415,50
minivla_simplerenv,guarded_reuse_aggressive,widowx_spoon_on_towel,widowx_spoon_on_towel,50,22,0.44,48.26,0.56,50,47.94,0.32,7.053,97.773,50
minivla_simplerenv,guarded_reuse_aggressive,widowx_stack_cube,widowx_stack_cube,50,36,0.72,42.52,0.28,50,42.46,0.06,6.195,98.219,50
minivla_simplerenv,guarded_reuse_moderate,widowx_carrot_on_plate,widowx_carrot_on_plate,50,4,0.08,59.12,0.92,50,58.72,0.4,8.758,99.214,50
minivla_simplerenv,guarded_reuse_moderate,widowx_put_eggplant_in_basket,widowx_put_eggplant_in_basket,50,8,0.16,106.72,0.84,50,96.46,10.26,15.389,99.128,50
minivla_simplerenv,guarded_reuse_moderate,widowx_spoon_on_towel,widowx_spoon_on_towel,50,24,0.48,47.48,0.52,50,47.28,0.2,7.02,98.987,50
minivla_simplerenv,guarded_reuse_moderate,widowx_stack_cube,widowx_stack_cube,50,36,0.72,42.84,0.28,50,42.84,0.0,6.314,99.367,50
minivla_simplerenv,guarded_reuse_strict,widowx_carrot_on_plate,widowx_carrot_on_plate,50,4,0.08,59.12,0.92,50,58.84,0.28,8.599,97.304,50
minivla_simplerenv,guarded_reuse_strict,widowx_put_eggplant_in_basket,widowx_put_eggplant_in_basket,50,12,0.24,101.74,0.76,50,94.24,7.5,14.858,97.214,50
minivla_simplerenv,guarded_reuse_strict,widowx_spoon_on_towel,widowx_spoon_on_towel,50,25,0.5,46.9,0.5,50,46.84,0.06,6.873,96.869,50
minivla_simplerenv,guarded_reuse_strict,widowx_stack_cube,widowx_stack_cube,50,36,0.72,42.84,0.28,50,42.84,0.0,6.139,97.283,50
minivla_simplerenv,original,widowx_carrot_on_plate,widowx_carrot_on_plate,50,2,0.04,59.28,0.96,50,59.28,0.0,8.711,97.182,50
minivla_simplerenv,original,widowx_put_eggplant_in_basket,widowx_put_eggplant_in_basket,50,9,0.18,106.12,0.82,50,106.12,0.0,16.275,97.052,50
minivla_simplerenv,original,widowx_spoon_on_towel,widowx_spoon_on_towel,50,25,0.5,47.12,0.5,50,47.12,0.0,6.887,96.822,50
minivla_simplerenv,original,widowx_stack_cube,widowx_stack_cube,50,36,0.72,42.84,0.28,50,42.84,0.0,6.295,97.388,50
minivla_simplerenv,temporal_fusion_conservative_adaptive,widowx_carrot_on_plate,widowx_carrot_on_plate,50,2,0.04,59.28,0.96,50,59.28,0.0,8.643,97.871,50
minivla_simplerenv,temporal_fusion_conservative_adaptive,widowx_put_eggplant_in_basket,widowx_put_eggplant_in_basket,50,9,0.18,104.48,0.82,50,104.48,0.0,15.971,97.631,50
minivla_simplerenv,temporal_fusion_conservative_adaptive,widowx_spoon_on_towel,widowx_spoon_on_towel,50,27,0.54,45.7,0.46,50,45.7,0.0,6.649,97.481,50
minivla_simplerenv,temporal_fusion_conservative_adaptive,widowx_stack_cube,widowx_stack_cube,50,39,0.78,42.9,0.22,50,42.9,0.0,6.238,97.791,50
minivla_simplerenv,temporal_fusion_motion_entropy,widowx_carrot_on_plate,widowx_carrot_on_plate,50,1,0.02,59.64,0.98,50,59.64,0.0,8.819,98.621,50
minivla_simplerenv,temporal_fusion_motion_entropy,widowx_put_eggplant_in_basket,widowx_put_eggplant_in_basket,50,11,0.22,101.16,0.78,50,101.16,0.0,15.522,98.48,50
minivla_simplerenv,temporal_fusion_motion_entropy,widowx_spoon_on_towel,widowx_spoon_on_towel,50,24,0.48,45.78,0.54,50,45.78,0.0,6.729,98.411,50
minivla_simplerenv,temporal_fusion_motion_entropy,widowx_stack_cube,widowx_stack_cube,50,42,0.84,38.08,0.16,50,38.08,0.0,5.598,98.87,50
minivla_simplerenv,temporal_fusion_task_aware,widowx_carrot_on_plate,widowx_carrot_on_plate,50,4,0.08,59.0,0.92,50,59.0,0.0,9.448,110.845,50
minivla_simplerenv,temporal_fusion_task_aware,widowx_put_eggplant_in_basket,widowx_put_eggplant_in_basket,50,8,0.16,107.54,0.84,50,107.54,0.0,17.851,110.075,50
